OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
418;418;"Tweede Van Der Helstraat";"0006";"";"18";"1.8m";"FIETSREG";"Geparkeerde fietsen gereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894704 52.353147,4.894838 52.352958,4.894882 52.352851,4.894906 52.35262)";"LINESTRING(52.353147 4.894704,52.352958 4.894838,52.352851 4.894882,52.35262 4.894906)";4.89480495;52.3528824
419;419;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894818 52.351959,4.894985 52.351989)";"LINESTRING(52.351959 4.894818,52.351989 4.894985)";4.8949015;52.35197445
420;420;"Rustenburgerstraat";"0001";"";"18";"1.8m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89448 52.351904,4.894818 52.351959)";"LINESTRING(52.351904 4.89448,52.351959 4.894818)";4.894649;52.3519325
421;421;"Van Der Helstplein";"0001";"";"22";"2.2m";"FIETSREG|BROM|WINKEL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894679 52.351376,4.894491 52.351811)";"LINESTRING(52.351376 4.894679,52.351811 4.894491)";4.89458515;52.35159305
422;422;"Van Der Helstplein";"0002";"";"36PLUS";"3.6m of breder";"WINKEL|TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.895144 52.351434,4.894989 52.351881)";"LINESTRING(52.351434 4.895144,52.351881 4.894989)";4.8950665;52.35165595
423;423;"Karel Du Jardinstraat";"0001";"";"36PLUS";"3.6m of breder";"FIETSREG";"Geparkeerde fietsen gereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894885 52.351394,4.895144 52.351434)";"LINESTRING(52.351394 4.894885,52.351434 4.895144)";4.89501455;52.35141375
424;424;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89464 52.351253,4.894862 52.35129)";"LINESTRING(52.351253 4.89464,52.35129 4.894862)";4.8947511;52.3512726
425;425;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894862 52.35129,4.894885 52.351394)";"LINESTRING(52.35129 4.894862,52.351394 4.894885)";4.89487365;52.3513432
426;426;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894679 52.351377,4.894885 52.351394)";"LINESTRING(52.351377 4.894679,52.351394 4.894885)";4.8947821;52.35138515
427;427;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89464 52.351253,4.894679 52.351376)";"LINESTRING(52.351253 4.89464,52.351376 4.894679)";4.89465955;52.35131455
428;428;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894491 52.351811,4.894481 52.351904)";"LINESTRING(52.351811 4.894491,52.351904 4.894481)";4.8944862;52.35185815
429;429;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894989 52.351881,4.894984 52.351988)";"LINESTRING(52.351881 4.894989,52.351988 4.894984)";4.8949864;52.3519344
430;430;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894439 52.350527,4.894672 52.350559)";"LINESTRING(52.350527 4.894439,52.350559 4.894672)";4.89455555;52.35054395
431;431;"Cornelis Troostplein";"0001";"";"29";"2.9m";"MEUBEL|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Straatmeubilair";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89175 52.350665,4.891688 52.350947,4.891553 52.351243)";"LINESTRING(52.350665 4.89175,52.350947 4.891688,52.351243 4.891553)";4.8916514;52.35095405
432;432;"Cornelis Troostplein";"0002";"";"09";"0.9m";"WINKEL|MEUBEL|PAAL";"Palen en masten - Straatmeubilair - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891457 52.350687,4.891349 52.350995)";"LINESTRING(52.350687 4.891457,52.350995 4.891349)";4.89140295;52.3508396
433;433;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89135 52.350994,4.891322 52.351075)";"LINESTRING(52.350994 4.89135,52.351075 4.891322)";4.89133595;52.35103415
434;434;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891457 52.350687,4.89175 52.350665)";"LINESTRING(52.350687 4.891457,52.350665 4.89175)";4.8916035;52.35067555
435;435;"Rijnstraat";"0001";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904525 52.347596,4.904479 52.34778,4.904098 52.34878)";"LINESTRING(52.347596 4.904525,52.34778 4.904479,52.34878 4.904098)";4.9043114;52.3481884
436;436;"Rijnstraat";"0002";"";"09";"0.9m";"WINKEL|TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904962 52.346488,4.904893 52.346672,4.904678 52.347254,4.904625 52.347389,4.904546 52.347507)";"LINESTRING(52.346488 4.904962,52.346672 4.904893,52.347254 4.904678,52.347389 4.904625,52.347507 4.904546)";4.90475395;52.34699825
437;437;"Rijnstraat";"0003";"";"09";"0.9m";"FIETSREG|WINKEL|TERRAS|FIETSONREG|PAAL";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten - Terrassen - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905506 52.345047,4.905365 52.345444,4.905217 52.34584,4.905148 52.346024)";"LINESTRING(52.345047 4.905506,52.345444 4.905365,52.34584 4.905217,52.346024 4.905148)";4.90532705;52.3455353
438;438;"Rijnstraat";"0004";"";"22";"2.2m";"WINKEL";"Winkeluitstalling & reclameborden";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905911 52.343971,4.905716 52.344488,4.905552 52.344916)";"LINESTRING(52.343971 4.905911,52.344488 4.905716,52.344916 4.905552)";4.90573145;52.3444443
439;439;"Rijnstraat";"0005";"";"18";"1.8m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.906325 52.342868,4.906154 52.343323,4.905968 52.343835)";"LINESTRING(52.342868 4.906325,52.343323 4.906154,52.343835 4.905968)";4.90614655;52.34335135
440;440;"Rijnstraat";"0006";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.90632 52.343878,4.906692 52.342899)";"LINESTRING(52.343878 4.90632,52.342899 4.906692)";4.90650605;52.3433895
441;441;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.906325 52.342868,4.906692 52.342899)";"LINESTRING(52.342868 4.906325,52.342899 4.906692)";4.90650845;52.34288405
442;442;"Rijnstraat";"0007";"";"22";"2.2m";"WINKEL";"Winkeluitstalling & reclameborden";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.906264 52.344034,4.905918 52.344954)";"LINESTRING(52.344034 4.906264,52.344954 4.905918)";4.90609095;52.34449385
443;443;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905911 52.343971,4.906264 52.344034)";"LINESTRING(52.343971 4.905911,52.344034 4.906264)";4.9060874;52.3440018
444;444;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.906264 52.344034,4.90632 52.343877)";"LINESTRING(52.344034 4.906264,52.343877 4.90632)";4.90629195;52.3439541
445;445;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.90632 52.343875,4.905968 52.343835)";"LINESTRING(52.343875 4.90632,52.343835 4.905968)";4.90614415;52.3438549
446;446;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905968 52.343835,4.905908 52.343979)";"LINESTRING(52.343835 4.905968,52.343979 4.905908)";4.90593815;52.3439064
447;447;"Rijnstraat";"0008";"";"22";"2.2m";"BROM|WINKEL|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.90552 52.346066,4.905868 52.345122)";"LINESTRING(52.346066 4.90552,52.345122 4.905868)";4.90569405;52.3455944
448;448;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905505 52.345051,4.905868 52.345122)";"LINESTRING(52.345051 4.905505,52.345122 4.905868)";4.90568665;52.34508705
449;449;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905868 52.345122,4.905918 52.344954)";"LINESTRING(52.345122 4.905868,52.344954 4.905918)";4.9058931;52.34503935
450;450;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905917 52.344959,4.905552 52.344916)";"LINESTRING(52.344959 4.905917,52.344916 4.905552)";4.90573455;52.3449383
451;451;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905555 52.344918,4.905508 52.345052)";"LINESTRING(52.344918 4.905555,52.345052 4.905508)";4.9055314;52.34498405
452;452;"Rijnstraat";"0009";"";"09";"0.9m";"BROM|WINKEL|MEUBEL|GROEN|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Straatmeubilair - Terrassen - Winkeluitstalling & reclameborden";6;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904479 52.348837,4.904938 52.347604,4.905331 52.346558)";"LINESTRING(52.348837 4.904479,52.347604 4.904938,52.346558 4.905331)";4.90490505;52.3476982
453;453;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.90552 52.346066,4.905331 52.346558)";"LINESTRING(52.346066 4.90552,52.346558 4.905331)";4.90542555;52.34631155
454;454;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904962 52.346489,4.905331 52.346559)";"LINESTRING(52.346489 4.904962,52.346559 4.905331)";4.9051466;52.3465233
455;455;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904959 52.346494,4.905148 52.346024)";"LINESTRING(52.346494 4.904959,52.346024 4.905148)";4.9050536;52.3462582
456;456;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905148 52.346025,4.905519 52.346069)";"LINESTRING(52.346025 4.905148,52.346069 4.905519)";4.9053335;52.34604645
457;457;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904546 52.347507,4.904525 52.347596)";"LINESTRING(52.347507 4.904546,52.347596 4.904525)";4.9045353;52.34755135
458;458;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904526 52.347591,4.904922 52.347651)";"LINESTRING(52.347591 4.904526,52.347651 4.904922)";4.9047241;52.3476219
459;459;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904543 52.347514,4.904954 52.347566)";"LINESTRING(52.347514 4.904543,52.347566 4.904954)";4.90474845;52.3475399
460;460;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904098 52.34878,4.904479 52.348837)";"LINESTRING(52.34878 4.904098,52.348837 4.904479)";4.9042885;52.3488102
461;461;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904479 52.348837,4.904429 52.348932)";"LINESTRING(52.348837 4.904479,52.348932 4.904429)";4.904454;52.3488846
462;462;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904062 52.348885,4.904098 52.34878)";"LINESTRING(52.348885 4.904062,52.34878 4.904098)";4.9040799;52.3488331
463;463;"Lutmastraat";"0001";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904094 52.351743,4.903409 52.351653)";"LINESTRING(52.351743 4.904094,52.351653 4.903409)";4.9037516;52.35169795
464;464;"Lutmastraat";"0002";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904793 52.35184,4.904306 52.351771)";"LINESTRING(52.35184 4.904793,52.351771 4.904306)";4.90454935;52.35180665
465;465;"Lutmastraat";"0003";"";"09";"0.9m";"FIETSREG|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904888 52.351694,4.904793 52.35184)";"LINESTRING(52.351694 4.904888,52.35184 4.904793)";4.9048405;52.3517666
466;466;"Lutmastraat";"0004";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905646 52.351808,4.90545 52.351755,4.905127 52.35171,4.904888 52.351694)";"LINESTRING(52.351808 4.905646,52.351755 4.90545,52.35171 4.905127,52.351694 4.904888)";4.905267;52.3517494
467;467;"Lutmastraat";"0005";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904994 52.351786,4.905329 52.35183,4.905617 52.351894)";"LINESTRING(52.351786 4.904994,52.35183 4.905329,52.351894 4.905617)";4.9053056;52.351841
468;468;"Lutmastraat";"0006";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904872 52.351962,4.904994 52.351786)";"LINESTRING(52.351962 4.904872,52.351786 4.904994)";4.90493295;52.3518753
469;469;"Lutmastraat";"0007";"";"18";"1.8m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.903366 52.351748,4.904743 52.351935)";"LINESTRING(52.351748 4.903366,52.351935 4.904743)";4.90405465;52.35184285
470;470;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.90408 52.351741,4.904306 52.351771)";"LINESTRING(52.351741 4.90408,52.351771 4.904306)";4.9041929;52.35175705
471;471;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904309 52.351771,4.904261 52.351868)";"LINESTRING(52.351771 4.904309,52.351868 4.904261)";4.90428495;52.35182
472;472;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.90408 52.351741,4.904044 52.35184)";"LINESTRING(52.351741 4.90408,52.35184 4.904044)";4.90406205;52.3517914
473;473;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904734 52.351934,4.904872 52.351962)";"LINESTRING(52.351934 4.904734,52.351962 4.904872)";4.904803;52.35194775
474;474;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.904733 52.351932,4.904791 52.35184)";"LINESTRING(52.351932 4.904733,52.35184 4.904791)";4.90476205;52.35188675
475;475;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.905617 52.351894,4.905646 52.351808)";"LINESTRING(52.351894 4.905617,52.351808 4.905646)";4.9056315;52.3518505
476;476;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88627 52.352128,4.886295 52.352343)";"LINESTRING(52.352128 4.88627,52.352343 4.886295)";4.8862824;52.3522358
477;477;"Albert Cuypstraat";"0011";"";"18";"1.8m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886587 52.354673,4.886928 52.354681)";"LINESTRING(52.354673 4.886587,52.354681 4.886928)";4.8867576;52.3546753
478;478;"Albert Cuypstraat";"0012";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886966 52.354553,4.886603 52.354543)";"LINESTRING(52.354553 4.886966,52.354543 4.886603)";4.88678455;52.3545475
479;479;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886923 52.354681,4.887116 52.354693)";"LINESTRING(52.354681 4.886923,52.354693 4.887116)";4.8870194;52.35468675
480;480;"Hobbemakade";"0001";"";"06MIN";"Smaller dan 0.6m";"FIETSREG|BROM|GROEN";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886561 52.353463,4.886556 52.353521,4.886566 52.353835,4.886575 52.354079,4.88656 52.354407,4.886552 52.35451,4.886603 52.354543)";"LINESTRING(52.353463 4.886561,52.353521 4.886556,52.353835 4.886566,52.354079 4.886575,52.354407 4.88656,52.35451 4.886552,52.354543 4.886603)";4.8865774;52.354002
481;481;"Hobbemakade";"0002";"";"06MIN";"Smaller dan 0.6m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886295 52.352343,4.886286 52.352379,4.886292 52.352528,4.886303 52.352715,4.886317 52.352908,4.886345 52.353021,4.886426 52.353212,4.886535 52.353368)";"LINESTRING(52.352343 4.886295,52.352379 4.886286,52.352528 4.886292,52.352715 4.886303,52.352908 4.886317,52.353021 4.886345,52.353212 4.886426,52.353368 4.886535)";4.8864105;52.3528557
482;482;"Hobbemakade";"0003";"";"09";"0.9m";"GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886246 52.353338,4.886208 52.353256,4.886109 52.353071,4.886052 52.352789,4.886033 52.352384)";"LINESTRING(52.353338 4.886246,52.353256 4.886208,52.353071 4.886109,52.352789 4.886052,52.352384 4.886033)";4.88613965;52.3528595
483;483;"Hobbemakade";"0004";"";"18";"1.8m";"GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88632 52.353917,4.8863 52.353438)";"LINESTRING(52.353917 4.88632,52.353438 4.8863)";4.8863101;52.35367775
484;484;"Hobbemakade";"0005";"";"18";"1.8m";"WINKEL|GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen - Palen en masten - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886311 52.354451,4.88633 52.354036)";"LINESTRING(52.354451 4.886311,52.354036 4.88633)";4.8863206;52.3542423
485;485;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886552 52.35451,4.886311 52.354451)";"LINESTRING(52.35451 4.886552,52.354451 4.886311)";4.8864315;52.35448075
486;486;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886603 52.354543,4.886587 52.354673)";"LINESTRING(52.354543 4.886603,52.354673 4.886587)";4.886595;52.35460665
487;487;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88633 52.35404,4.88632 52.353917)";"LINESTRING(52.35404 4.88633,52.353917 4.88632)";4.8863251;52.3539772
488;488;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886575 52.354077,4.88633 52.354042)";"LINESTRING(52.354077 4.886575,52.354042 4.88633)";4.88645265;52.35405925
489;489;"Eerste Jan Steenstraat";"0001";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886966 52.353534,4.886891 52.353495,4.886671 52.353465,4.886561 52.353463)";"LINESTRING(52.353534 4.886966,52.353495 4.886891,52.353465 4.886671,52.353463 4.886561)";4.88676355;52.35349845
490;490;"Eerste Jan Steenstraat";"0002";"";"22";"2.2m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886968 52.353435,4.886905 52.353435,4.8867 52.353408,4.886535 52.353368)";"LINESTRING(52.353435 4.886968,52.353435 4.886905,52.353408 4.8867,52.353368 4.886535)";4.88675165;52.3534012
491;491;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.8863 52.353438,4.886561 52.353463)";"LINESTRING(52.353438 4.8863,52.353463 4.886561)";4.8864305;52.35345075
492;492;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886564 52.353463,4.886535 52.353368)";"LINESTRING(52.353463 4.886564,52.353368 4.886535)";4.8865495;52.35341455
493;493;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886535 52.353368,4.886246 52.353338)";"LINESTRING(52.353368 4.886535,52.353338 4.886246)";4.8863907;52.3533516
494;494;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886249 52.353338,4.8863 52.353438)";"LINESTRING(52.353338 4.886249,52.353438 4.8863)";4.8862746;52.3533878
495;495;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886045 52.352381,4.886286 52.352379)";"LINESTRING(52.352381 4.886045,52.352379 4.886286)";4.8861654;52.35238075
496;496;"Ruysdaelstraat";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.885618 52.354568,4.886242 52.354678)";"LINESTRING(52.354568 4.885618,52.354678 4.886242)";4.88593005;52.3546238
497;497;"Ruysdaelstraat";"0002";"";"22";"2.2m";"FIETSREG";"Geparkeerde fietsen gereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884798 52.354452,4.884914 52.354441,4.88547 52.354541)";"LINESTRING(52.354452 4.884798,52.354441 4.884914,52.354541 4.88547)";4.88513395;52.3544922
